gov_region,region,brain_id,spec_id,alpha,mu,cost,RMSE_torsion_15,R2_torsion_15,RMSE_torsion_30,R2_torsion_30,RMSE_comp_ten,R2_comp_ten,nu,preconditioned,record_time,sample_name,protocol,orientation w.r.t. fiber direction,unnamed: 7,R2_min
BG,Pa,7,25,-15.642906048952918,283.0426038165884,0.0072116124155318,2.8131806623329685,2.8131806623329685,18.796790715403933,18.796790715403933,15.126035413081958,15.126035413081958,0.45,unconditioned,2021-05-29,HBE_07_25_P2_Pa,P2,,,2.8131806623329685
BG,Pa,7,25,-11.181408191024804,212.51044063848656,0.0043622180162931,5.647221043796448,5.647221043796448,8.278444850664732,8.278444850664732,16.01494597248516,16.01494597248516,0.49,unconditioned,2021-05-29,HBE_07_25_P2_Pa,P2,,,5.647221043796448
BG,Pa,1,4,-18.39423037601924,220.2016904752984,0.0303609300363383,2.9825240702815887,0.9853288909077208,15.834999308776688,0.8812648154957148,15.696268590555912,0.9890500929530516,0.45,unconditioned,2019-11-12,HBE_01_04_P1_Pa,P1,,,0.8812648154957148
BG,Pa,7,25,-16.685678466770042,120.67963975055976,0.0137426384245734,9.073116180383971,9.073116180383971,10.403953396644695,10.403953396644695,22.59540667429532,22.59540667429532,0.49,preconditioned,2021-05-29,HBE_07_25_P2_Pa,P2,,,9.073116180383971
BG,Pa,1,4,-13.08480487308379,165.3787231260442,0.0232046699348626,9.328718532624547,0.8564712140967472,8.860443941720014,0.9628247157090764,14.873198802177107,0.9901683512319902,0.49,unconditioned,2019-11-12,HBE_01_04_P1_Pa,P1,,,0.8564712140967472
BG,Pa,3,27,-19.815469090940887,137.24464070168335,0.0244076395652785,2.629088208716694,0.9726102459660088,14.27691282382852,0.7009730991525487,14.001844455864727,0.9798361338502936,0.45,preconditioned,2020-04-29,HBE_03_27_P1_Pa_25,P1,,,0.7009730991525487
BG,Pa,3,27,-14.726683167834569,101.07699157156269,0.012332527261778,6.463322133199675,0.8344651571021433,3.5711063420834765,0.9812911449414664,12.288807408599752,0.9844681644312838,0.49,preconditioned,2020-04-29,HBE_03_27_P1_Pa_25,P1,,,0.8344651571021433
BG,Pa,3,27,-10.594586871075128,151.6459178349903,0.0105917572699192,6.55713589579201,0.8905658780223669,6.1093314950266056,0.969385788992963,9.80863524451694,0.9933917988560476,0.49,unconditioned,2020-04-29,HBE_03_27_P1_Pa_25,P1,,,0.8905658780223669
BG,Pa,1,4,-18.022514831840645,307.879967192885,0.0366727529430064,6.379429253785954,6.379429253785954,33.8278752611436,33.8278752611436,31.78572778224821,31.78572778224821,0.38,unconditioned,2019-11-12,HBE_01_04_P1_Pa,P1,,,6.379429253785954
BG,Pa,1,4,-14.248377770917784,156.22876174920344,0.0224705817797059,6.194827349840173,0.9130603643334444,5.531810057624039,0.980344182402829,17.479499075215926,0.986715166884515,0.49,preconditioned,2019-11-12,HBE_01_04_P1_Pa,P1,,,0.9130603643334444
BG,Pa,3,27,-14.723185537484,203.0387773206997,0.0207556402975138,2.941793442990039,0.9779733353348168,13.730592744540102,0.8453626987912798,12.196065452196498,0.989783419123094,0.45,unconditioned,2020-04-29,HBE_03_27_P1_Pa_25,P1,,,0.8453626987912798
BG,Pa,7,25,-20.51618633798012,181.386964140848,0.0161397839526984,2.678015325890825,2.678015325890825,16.263784061388858,16.263784061388858,23.488937820222663,23.488937820222663,0.45,preconditioned,2021-05-29,HBE_07_25_P2_Pa,P2,,,2.678015325890825
BG,Pa,6,9,-20.068562702818497,147.87092940254385,0.0048667205122282,14.72297616101635,14.72297616101635,10.369305386165742,10.369305386165742,14.75037811253163,14.75037811253163,0.49,preconditioned,2020-10-29,HBE_06_09_P2_Pa,P2,,,10.369305386165742
BG,Pa,4,9,-20.78549377487388,170.67637828777495,0.0049251220952697,21.20940463834324,21.20940463834324,15.22096113869697,15.22096113869697,13.83438833607639,13.83438833607639,0.49,preconditioned,2020-06-03,HBE_04_09_P2a_Pa_13,P2,,,13.83438833607639
BG,Pa,6,9,-22.438877908477483,252.8466429680212,0.0187582404024269,3.413152658319722,3.413152658319722,31.931220440075084,31.931220440075084,32.51608635051406,32.51608635051406,0.45,preconditioned,2020-10-29,HBE_06_09_P2_Pa,P2,,,3.413152658319722
BG,Pa,4,9,-23.096665764350067,304.8251200872749,0.0177059961143629,6.747623764428591,6.747623764428591,36.59426029755967,36.59426029755967,41.87435892442419,41.87435892442419,0.45,preconditioned,2020-06-03,HBE_04_09_P2a_Pa_13,P2,,,6.747623764428591
BG,Pa,4,9,-15.16181206248226,291.3170791134663,0.0089067886027156,17.5903259396059,17.5903259396059,15.741272561427014,15.741272561427014,40.61051571493651,40.61051571493651,0.49,unconditioned,2020-06-03,HBE_04_09_P2a_Pa_13,P2,,,15.741272561427014
BG,Pa,4,9,-20.644292851075576,397.5963036518162,0.0136680807484892,4.762960915662792,4.762960915662792,36.0719078434562,36.0719078434562,45.40965794826322,45.40965794826322,0.45,unconditioned,2020-06-03,HBE_04_09_P2a_Pa_13,P2,,,4.762960915662792
BG,Pa,2,15,-21.800690474827604,263.14094362638286,0.2855513486903499,8.882508344718982,0.7705077995811187,52.28279727161189,-1.5565031639473323,44.12254865486235,0.9566200463020772,0.45,preconditioned,2019-11-15,HBE_02_15_P1_Pa,P1,,,-1.5565031639473323
BG,Pa,2,10,-20.13773758867587,283.44452646727353,0.4367916512110154,19.33516048539409,-3.007263474159556,67.38804551671574,-14.787989468627984,48.62986473308379,0.9531623556424657,0.45,unconditioned,2019-11-14,HBE_02_10_P1_Pa,P1,,,-14.787989468627984
